tweets,polarity
orang¬≤ bikin freebies kreatif¬≤ bgt sihh editannya bener¬≤ totalitas dan gk ai alias bikin manual dari canva (maybe) atau apk art lainnya. keren,2
ada idea -&gt; mintak hamba abdi gpt buatkan code -&gt; paste kat codepen usually for something more interactive. easier this way daripada duk try hard buat prototype kat figma,1
jiwa seni orang-orang indonesia ketika mengenal chatgpt bisa dipakai buat generate gambar itu beneran pada kreatif kayak nyampur makanan ô∏è kalau saya bilang pengguna ai nanti top 5 pasti ada indonesia.,1
sekolah ai kamu,0
sadly ternyata dia kirimnya dari karya ai (aku baru tau sekarang pas nanya karna ada yg dm aku secara personal dan memang aku ga paham tentang art¬≤ kayak gini jadi beneran aku kira itu art dia ),2
gpt ni buat tanya benda simple je boleh la. takleh fully depend sangat,0
senior ngoding pake ai : hoo approachnya pake ini ya? kok kayaknya ada yang lebih efisien - ngecek dokumentasi nemu approach yang lebih oke prompt ai buat adjust (atau adjust sendiri) junior ngoding pake ai : hore akhirnya jalan. gas lanjut fitur lain,0
gini goblok designer pake style ghibli ada tahap proses kreatif yang organik bukan hasil training banyak karya yang hasilnya murahan lebih respectfull secara hasil dan usaha sedangkan ai? ai just a tool se7 kalo hasilnya,2
chat gpt tuh bisa diajak curhat ga si? wkwwkwkwkwk,1
kalau sektor pekerja kreatif aja udah mulai diganti sama ai (yg mana pada pakai desain ai ala pixar dan studio ghibli) bukan ga berarti sektor industri dan manufaktur bakal diganti ai. kalau kecurigaan gue benar alamat bunyikan alarm bahaya.,2
anak gw itu anti ai gw belajar bnyk dr dia ya bkn berarti dia ga pakai ai tp ya dia bisa manfaatin ai dengan baik gw belajar dr anak gw cara cari jurnal2 dan bikin persamaan cikal itu anti ai tp jangan salah anak anaknya jago riset walau masih sekolah . gw belajar dr genz,1
pertanyaan begini tuh baiknya ditanyakan ke dokter (obgyn). biar kamu dapat jwbn kredibel ga asal copas ai teori si a asumsi si b dlsb. biar si anak yg dpt haid perdana dpt edukasi yg bener.,2
kreatif bukan hasil bajakan bikin ai di gurun seperti baby nepo.,2
bener di platform2 kaya pixiv dll buat share karya. kalau postingan ga dikasih tagar ai generated bakalan di baned akunnya kalau ketauan post ai tapi ga dikasih tagar itu dan ai itu gampang banget sebenernya kedetect dari segi bahasa dan b,0
gpt masuk barak mau d seret apa mandiri,2
sudah rusak kena sanksi harusnya sebelum rusak di cegah. alam di rusak demi keserakahan. harusnya saat ini di setiap sekolah harus ada pelajaran tentang arti serakah. karena ini lebih urgent dari pada coding dan ai.,2
kayaknya yg ini main di tech banget sih pake ai generative juga itu likely karena bisa respond suara secara realtime sama bisa pake vr,0
webtoon pertama yang dibuat dengan ai lawakk,2
ada 2 orientasi ya as user ya belajar promptnya karena dalam field kerja apapun nantinya akan pake ai biar lebih efisien. gampangnya task beberapa orang bisa dikerjain 1 orang dibantu ai. as developer ya machine learning jadi bagia,1
itu asli. video ai generated belom bisa se-smooth itu &amp; durasinya maksimal 8 detik. lebih dr itu siletmu kobong.,2
ai generative dalam rekaan ni dia jadi sebab ada orang yang malas dan bos yang fomo. dia tak faham sebab kenapa pereka elak guna sebab ada isu hak cipta yang tak jelas dan bukanya guna ai terus siap cepat dengan 1 klik. situasi yang jadi bos akan cakap guna je ai bagi cepat.,2
menurut kajian di atas bahagian otak manakah yg terkesan akibat pemgunaan chat gpt?,0
kalau memang mau membantu perjuangan warga menolak tambang jangan sebarkan konten ai generated. kontraproduktif dan anda terbukti tidak update counter isunya. hapus atau bahas hal lain saja.,2
ngapain belajar ngoding? kepo.. sekarang udah ada ai dan tech winter. yaa lalu.. yakin masih bisa dapet kerja di bidang ini? kepo..,0
lu yg jd chat gpt ya bang,0
gass terus keren! semoga pemerintah juga makin mendukung pekerja kreatif lokal dan stop promosi ai art,2
kami belajar langsung dengan pendekatan praktik mulai dari artificial intelligence dan machine learning yang terintegrasi dengan iot sampai mendalami generative ai yang memungkinkan mesin berkreasi layaknya manusia. belajarnya seru banget praktek pakai teknologi terkini,1
adek gw buat website pake bantuan ai jadi dalam 10 menit yang kalau ngoding normal estimasinya 2 mingguan belum potensi error. gila banget kita sampai nganga semenit pas liat berhasi. gak masuk akal,0
coba baca tulisan ini dengan lepas isu soal ai itu nyuri database dari manusia ok. pertama kampus dkv di indonesia ngerancang mahasiswanya buat terjun ke industri yang mana industri kreatif indo sudah sangat tidak sehat sedari dulu. underpaid underappreciated,2
sebaiknya gibran aja yang pake ai. cukuplah anda yang bodoh males berpikir main klik robot digital. jangan ngajak2 anak bangsa yang sejak dulu sdh kreatif berpikir--menggunakan otak !,2
ngapain belajar ngoding? sekarang udah ada ai dan tech winter. yakin masih bisa dapet kerja di bidang ini? kalo ada yg ngomong gini kamu bakal jawab apa?,0
pantesan banyak cewe kesono tapi kynya cewe baik2 deh kerja apaan sih? atau ntu akun ai?,2
ai as a tool emang udah banyak dan membantu bgt. yang kacau itu generative ai langsung generate apa yang diminta ga bikin udmsernya mikir sama sekali,2
itu ai anjirr. emg nyokap¬≤ kudu di edukasi soal ginian,2
allah gpt dan priv twit,0
merasa bersalah karena kuliah pake chatgpt tapi kalo gak pake tools akan lama selesainya. please tell me kalo kerja itu bisa pake ai gak? takut banget kecanduan ai terus nanti di dunia kerja gak boleh pake ai,0
then proceed to ngundang wapres dan agenda politiknya untuk keberlangsungan memakai karya seni hasil generative ai,2
edukasi kripto di indo makin keren! dari basic sampe ai + rwa udah mulai rame dibahas. tapi edukasi soal risiko &amp; regulasi masih kurang nih semoga makin balance ke depannya.,1
lu bloon karna gpt,2
rasanya mereka ni tak boleh bezakan karakter (imej) yang dihasilkan oleh generative ai &amp; chatbot yang dilatih dari knowledge base. susah lha kalau tak banyak membaca.,0
yang lebih parah malah nemu komen mending mobilador bisa main gim pc btw ini bagus sih buat ngoding kek ai gua bahkan dipinjemin dosen pc ini di lab buat training data skripsi gua,0
ai di- trained untuk mikir dan melakukan suatu hal sendiri ya kek kita gedein anak sendiri. gampangnya ai: user input + training data = output. secara garis besar ada 3 jenis ai (based on their output). - predictive ai - generative ai - agentic ai,0
game balapan (kayaknya) tapi silly gitu kalo gak salah ada salah satu karakter pake sepeda keranjang art stlyenya jepang gitu lupa ini tuh gim ps 1 atau ps 2 udah nonton kumpulan video gim balapan di youtube udah nanya 3 ai gak ada yang tau,0
kenapalah gpt ini pake verif,0
bapaknya ai-ai mele ternyata anaknya juga apa2 ai! apa2 ai! apa2 chat gpt.. berarti memang sepertinya nggak pinter yah anaknya itu.. memang ai itu udah ngalir meresap di dalam darah lalu menurun ke anaknya gitu ya..,2
ini diterapin cina loh gais negara asal deepseek meanwhile di indonesia kita ga ada pencapaian apapun di ai negara ga meregulasi penggunaannya yang mana mengancam pekerja industri kreatif banget rejimnya pas nyalon kampanye pake ai wapresnya,1
karna rakyat yang pengen edukasi kan cuma skitar &lt;20% tho?? selebihnya pengen ai,0
selama paham logic tinggal nyuruh ai buat ngoding pun jadi.,1
tbh kadang kesel sama orang yang selalu ngandelin chatgpt atau ai lainnya masih mendingan kalo nyari informasi yang belum diketahui tapi kalo apa apa udah ngandelin chatgpt tuh kaya ga kreatif banget,2
biggest culture shock di kuliah adalah banyak banget orang yang dependent kalo kelompokan dan kalo kerja outputnya selalu dipertanyakan kualitasnya alias kebanyakan full ai,2
sebenernya kalau ditanya fungsinya ai banyak banget gw ngoding pake ai senggaknya penulisan lebih cepet bisa produktif 3x lipat kerja + freelance ga ada masalah income monthly bisa 35++ ditambah masih punya waktu buat nongkrong olahraga ngobro,1
kayanya gua udh gabisa diselamatin gua dari siang di chat gpt chatan sm aldin,1
isn't it actually good that ur artist is more respectful than y'all yang bilang ai itu baik? daripada kalian yang generate ai generated ghibli arts padahal itu jelas2 nyuri art style orang lain? a whole animation studio at that. berapa orang seniman itu yang kalian disrespect-,2
surprisingly aku sering liat org2 indo (pelaku industri kreatif ataupun bukan) udh banyak bgt yg ngerti isu generative ai ini dan udh ngerti knp genai itu harmful. tapi justru bule2 yg kata org indo itu pinter malah sebaliknya opini mereka tentang genai sering aneh,2
auranya kek ai generated bgtt bjirr,2
anak-anak makin kreatif tapi sama negara disuapin ai terus.,2
kocaakk gpt aja taukk klo santa udah ketempelan perth,1
kalau tanya chat gpt sih kebutuhan kalori ku 2300-2500 bu dokter.,0
lope lope bngt emng sama chat gpt,1
chat gpt solusinya,1
bang lu edit foto jadi anime ai itu apa lupa apk nya,0
chat gpt gabisa diajak slipkol kah?? pngen ditemenin bobo tapi takut sm org,1
baru tau bisa curhat ke gpt dan pendapatnya juga masuk logika bgt kapan¬≤ mau cobain la drpd curhat ke temen takut dibongkar,1
ihh km tau gak aku kan kmrn pas um undip di tlpon gitu sm temen jadi zoom nya terkeluar nah karena panik aku ya langsung masuk lagi tp pas sholat hari ini aku kepikiran knp aku engga foto aja terus asking chat gpt yh terus ntr masuk lagi bil,0
masih bikin draft pidato dari chat gpt dulu,0
ai njerr emng gila ai ini si fufufafa kontol kerja yg benar tu ai,2
fenomena ngoding bikin aplikasi sampe jadi pake prompt ai biasa disebut vibe coding. parahnya vibe coder ini cuma ngandelin kodingan buatan ai dan kurang paham potongan kodingannya ngapain aja. pas muncul bug langsung pusing wkwk,2
yang dibutuhkan sekarang: kreatif tapi ngerti pakai ai manusiawi &amp; bisa ambil keputusan etis,2
title senior frontend engineer tapi gak tau kapan harus make for of for in atau map. pas ditanya katanya karena udah keenakan make ai pas ngoding.,0
eh serius deh makin hari makin ga ketara tu ai nyaa aku pernah hampir ngelike art agnx yg ai kaget bgt krn kyk konsisten gtu detailnya,2
tapi gue tau sih itu ai generated wkwkwk. manifesting (?),0
memang sulit untuk memberi pemahaman pada jiwa2 pemalas non kreatif bahwa ai untuk mempermudah bukan memperbudak.,1
pake gpt nggak sih,0
mollah gpt 40,0
kapan generative ai pertama kali diperkenalkan,0
ente bahkan nggak pernah baca di mana panasnya debat generative ai dan asal tabrak sama ai lain? file management ai nyolong karya orang atau bisa bikin deepfake atau kekacauan lainnya? kalau kataku mah ente nggak seharusnya bicara,2
pantesan mb tudu ki senengane duwe pacar seko makhluk2 alam lain. wong mindset e ae ternyata nabi adam pas di surga itu bukan manusia la nek udu manusia nabi adam ki terus opo jin kan yo udu. malaikat yo ga mungkin. moso yo chat gpt wong kok ono2 ae kelakuane,2
tapi kalau dipikir pikir art ini itu milik siapa ya kalau ai gini.. public domain? orang yang ngeprompt? pencipta ai nya? atau bahkan program ai itu sendiri? kalau mau dibilang ijin mau ijin ke siapa diantara orang orang itu..,0
seng gelem ngrungoke cerita cintamu seng goblok mbok bolan-baleni ki mung chat gpt kancamu wes bosen dan pengen langsung ngantemi awakmu.,2
ngoding ai kudu tau matematika. itu kalo mau jadi engineer. kalo cuma script kiddie ya emang gak perlu,0
emang. makanya kalo ada yang ambil reference dari situ bisa langsung ditebak contextnya/kredibilitasnya tapi kita cuma bisa tau referencenya darimana kalo kita search manual. generative ai gak selalu nyantumin hasil searchnya dari,2
suruh ngoding make ai aja,0
oo gpt benar benar membantu yaa prompt nya gimana?,1
betuul pada kreatif banget ya orang-orang ini tapi pemerintahnya malah ai enabler,2
mantap pagi2 custku pada kena gpt disable.. walau snk gaada garansi tp kasian bgt baru 3 hari,0
esensi fungsi?? pantesan junjungan lo motonya kerja kerja kerja tanpa mikir mikir mikir dikasih tahu cara menggunakan ai biar beneran berguna malah makin ngeyel,0
-alasannya masing¬≤. hidup mereka udh susah ada yg hampir mau mati jgn lo tambahin pake judge org sembarangan. kalo masalah data lo di curi atau masalah energy consumption yg dipake ai. yaa edukasi yg bener atuh. g gini caranya. nulis diary juga bisa dicu,2
dan segera godog peraturan penggunaan ai generate dalam industri kreatif,2
kan ada gpt,1
puluhan rpp bisa kelar dalam bbrp jam kalo ga dibantu ai siapa yg mau coba beehh thanks ai ngerjain admin lbh gampang tinggal make otak buat modif sesuai kebutuhan anak dan realitas sekolah happy me happy,1
nggak itu gambar hasil kasih prompt ke generative ai bukan foto. cuma lucu-lucuan bukan beneran ada barangnya.,0
benda ni tak sama mcm llm lain chatgpt deepseek tu sbb citation platform dia open source dari whole internet yg takde batas. in generative ai this called as hallucination possibility yg jawapan boleh direka due to different multiple sources which lead to biasness &amp; error.,2
nope kak aku mahasiswa it. kasarnya tuh sepinter-pinternya ai goblok juga kalo soal ngoding,0
coba kau ketik di hap mu chat gpt kau itu apakah matahari di medan lebih cepat terbit daripada jawa di bulan juni. kalau kau ketik medan doang mana keliatan perbandingannya bodat?,2
ini klo dibiarin malah jadinya vlast blunder njir yakali industri kreatif pake ai,2
suka. so stop getting mad sama orang yang negur orang lain karna pemakaian ai bikin fanart ai generated tuh bukan cuma jatohin fanartist tapi banyak lagi. and also y'all really need to learn about ai sebelum teriak2 ai itu baik ai itu keren. baca buku deh atau ya since you-,2
seru banget main pokemon go lagi. diskusinya ama chat gpt biar lancar buat raid ama pvp wkwk. jaman kovid sih mesti riset lagi liat web dan lain sebagainya.,2
titah wapres ai masuk kurikulum sekolah.,0
coba setelah ini tanya ust gpt kemaren juga pake perkataan ust gpt,0
ghibli2 tolol nonton filmya aja kaga lu pd yang pembela ai generative image mati-matian gausah ngehina gibran lagi soalnya kalian udah sama hinanya.,2
belajar ai kudu ngoding sek akeh seng dipelajari ga segampang cocotmu,0
gue tebak lu nanya gpt,1
ojek online masih mempekerjakan manusia generative ai udah gada campur tangan manusia nyolong source dari tempat lain pula,2
baru tau gue chat gpt bisa ngeja,1
ai di ciptakan untuk membantu kerjanya manusia bukan menggatikan kerja manusia.. karena ilmu itu harus di sebarkan keseluruh manusia bukan ke beberapa atau golongan manusia..,0
itu kayaknya rakyat ai generated,2
aku baru ngasih edukasi tentang bahaya ai ghibli¬≤ itu ke temen rl yg awam alhamdulillahnya dia mau nerima dan hapus apknya aku bilang kalo mau fotonya dijadiin art ghibli gitu commis aja ke real artist ‚äçô∏è,2
kenapa yang disalahin model image nya? gak outpunya aja sama kayak argumen kakak soal kalo hasil nya berbeda gpp.. (chatgpt adobe dll) kalo argumennya karena nyolong bukankah karena term generative ai tadi diasumsikan nyolong semua,1
kita perlu mawas diri kalau akses edukasi terhadap isu-isu canggih macam ai gak dimiliki semua orang. ditambah lagi penentu kebijakan juga gak menaruh perhatian ke arah sini. lagi-lagi rakyat kudu bantu rakyat.,0
ngoding enthought pakai memex ga abis pikir kl ni ai sampai dipakai di kantor2,2
maaf kak kalo ai di kreatif ga dulu,2
mau liat gk hasilnya kodingan 4 jam ak ini (dibantu deepseek dikit sih hehe makasih ya meskipun km ttp rada misscom memahami info terakhir sekarang aku nobatkan km (deepseek) jd ai ngoding terbaik lah so far ya),1
lagian yg dipermasalahin bukan eksistensi ai tapi penggunaan ai sebagai illustrator foto-foto buatan ai itu hasil training model dengan gambar milik orang lain beda sama ai yg bantuin lu belajar/ngoding,0
