clean_content;polarity
tugas sosial seorg wapres bagi susu bantu stop bodoh publik mendwongrade iq org indonesia mesin jawab edukasi yg t;negative
berani block temp hyphen unblock temenku berani bikin gambar jelek pake generated ai edukasi lebar nama orang ajar engga;negative
tau sih kemenekraf sdh dukung industri kreatif jumbo tolong bikin regulasi ai ketat artist mula dampak ai tolong edukasi menteri pakai ai pakai karya ar;negative
gw baca komen follower lu byk yg dungu lu bantu edukasi guna ai yg mengrah langgar hak cipta asliny illegal alias maling cth lu gpt gmbr style orang lu upload gt dpt exposure gt lu gaji gt l;negative
loh ya langgar yg gara gara ambil data ai cuman dunia gambar doang jurnalistik platform edukasi media sosial jadi yg ujung salah;negative
gue gak capek bilang tolong edukasi temp hyphen konsumsi seni yg bijak makna ya percaya ai seni hasil cacat seniman and those people who do arts exist hebat;negative
bro literally nyantumin thread edukasi ai literally ngasih ai alat photobash please try to read oh my god nih image udah udah tua amp salah pake gambar anti ai it works sumpah;negative
gibran promosiin guna ai mending u banyak sesi edukasi ttg ai deh biar warga u ga bego bego teknilogi;negative
main twitter jam cuman blokir in homo muka jelek polisi ai gua gak suka ai nyolong karya org yg salah edukasi ai nyerang personal jelek miskin edukasi ajg;neutral
dorong edukasi guna ai bidang ai ai exist ga ganti posisi manusia damping bantu kayak google;positive
maybe tahun minim edukasi beliau nggak ngerti or minim ilmu ai amp etika guna yo nama ndak tau ;neutral
aduhh sumpahhh nih pura bego ai biar dpt enak nya aja maklumin beneran gk tau sii asa edukasi ai tuh udah bnyk bgt;negative
ni join trend bikin stiker ai tuh seleb seleb ya edukasi trend kampung dukung fufufafa;negative
ai seni yg kerja mesin database lu kasih perintah doang tod seni jiplak diduitin org awam sok ngerti edukasi bilang kaku ntar tinggal yg pake ai cem wapres dungu jdi patok;negative
everyone has different opinions but if chatting with ai is that bad then i ll never do it again tahu ai pendek neng edukasi ai ngobrol ai bener random kira gak;neutral
capek capek edukasi tntng ai trs mreka blg tuh dimarahin anak seni;negative
gw sampe cape nge edukasi orang yg pake ai ;negative
ai diindo dipake edukasi salah gunain;negative
pakai ai aja salah kak trend ghibli chatgpt grok bahaya bisa diberitahu liat platform pandang guna kalo edukasi larang ai;negative
yap perintah edukasi kait ai jngn dj eksploitasi bangt jg tetep ajar minimal kasih tau ai pasti udah hoax yg hasilin ai y;neutral
jelek yaudah jelek aja emang edit pbsi tuh mid banget kesan kuno pake ai ai saat orang sibuk kasih edukasi guna ai pbsi dgn pedenya pake ai up poster line up sc;negative
pake disclaimer ayah mu ga kena hoax utama edukasi ortu mu teknologi parodi ai dllnya gampang coba bu ga indonesia kampung cianjay camat cianjur;neutral
dai karya minimal partisipasi amp peduli tumbuh industri animasi lokal dakwah fikih dosa pakai generative ai sembarang bikin kartun temp hyphen kartun atraktif dakwah edukasi;neutral
me rn coba meng temp hyphen edukasi sodara gue yg voter tntg no ai;negative
gue ngasih edukasi kalo dikit ai gak bagus gue udah kasih alas gue kritik pake ava ai dikatain bjir sok savage ngatain gue gabisa foto pacar gue liat bego;negative
sampe kreator suka ngasih edukasi konten pake ai model are you guys being for real;negative
bantu orang takut kembang jaman coba edukasi manfaat teknologi ai bantu kerja efisien ajak coba alat ai sederhana chatgpt biar lihat limitasi tekanka;positive
edukasi gak sih wapres duta ai anak hadir jumbo keringat mata lelah jari pegal pinggang sakit kepala cenut temp hyphen cenut jam temp hyphen jam komputer kutat d modeing animasi efter;negative
kalo eat shit idealism is dead money is everything udah usaha edukasi ra mashok yo sono pake ai aja ga hire gue;negative
masyarakat miskin speak hp udah support e sim mahal edukasi digital aja selesai hoaxs pinjol nambah ai;negative
nya ai susah kalo ngeremove nomor suami kakak database ai si dilakuin yaaa suami kakakk edukasi orang ngehubungin nomor suami kakak bilang percaya ai mending langsung cek google a;negative
baguuuss commiss asli kasih edukasi gaboleh pake ai promosi kaya gt gasih kl ngga maklum;negative
ai susah edukasi manusia purba elu;positive
beneran edukasi guna ai wallahi ngeri banget;negative
solusi inkonsistensi terima ai bijak universal program latih ulang kerja dampak transparansi guna ai usaha edukasi publik dampak profesi ilus;neutral
hey ngerti kesal ai art sembarang nyontek gaya studio ghibli karya hayao miyazaki marah temp hyphen marah mending edukasi pake ai hormat hak artis asli dukung ghibli nont;neutral
ai bikin bukti transfer palsu kayak post fb ancam serius tipu deteksi susah atas edukasi teknologi watermark usaha;negative
ah banget nge edukasi pake ai cuekin suruh komis aja gabisa gambar katain tuh kayak keras kepala banget pas kasih tau;negative
ngasih edukasi bahaya ai ghibli temen rl yg awam alhamdulillah nerima hapus apknya bilang kalo foto dijadiin art ghibli gitu commis aja real artist ;negative
fb relatif emang akun kritis masih ya upload video meme aja edukasi komenannya gibran nyuruh kek sinergi ai regulasi gak atur banget;neutral
perintah berantas judol langkah baru undang temp hyphen undang larang judi online ai blokir situs kerja internasional kamboja lacak beku dana judi edukasi publik so;neutral
putus rantai judi online indonesia sulit warga main dekat baik kombinasi edukasi risiko judi remaja orang tua blokir situs ai kerja internasi;neutral
kaget bgt tau gue japun udh edukasi ttg ai deh;neutral
kadang kesel ngomong ai ai jelek ga bagus edukasi gue dukung seniman campaign bahaya ai koar temp hyphen koar doang som edgy;neutral
fr ai yaampun indonesia darurat edukasi;negative
dekat edukasi orang temp hyphen orang awam ai tetap pisau mata;negative
kocak lucu edukasi perihal ai banding adu nasib hei lu ken harga ken mudah gabisa ngehargai seniman gimana ya kocak mikir pake otak udang lu;negative
edukasi aja perihal ai ai udah pakai industri film ai generative ai sebenernya bantu banget industri kreatif iya ai ganti artist ranah professional a;positive
kurang minat cerita ilustrasi bas ai promosi kreativitas manusia edukasi publik nilai unik dukung seniman manusia beli karya acara dorong label transparan konten ai tunjuk;neutral
bingung belio bidang ai ga generate gambar aja kritisi edukasi ai sebenernya ikut generate gambar jelek gin;negative
illustrator if you wanna move forward - gt learn how to problem solve and have skillset along with it karyamua dar jiplak jiplak kayak ai sayang edukasi seni indo eh;negative
kband fav u fomo pake gambar ai pilih edukasi edukasi tinggal;negative
mawas akses edukasi isu temp hyphen isu canggih ai gak milik orang tambah tentu bijak gak taruh perhati arah temp hyphen rakyat kudu bantu rakyat;neutral
orang kek gak ngeh teknologi translate otomatis google milih ai yg pake miris emang kalo edukasi manut;negative
gk tuju orang yg edukasi si sender yg baca au pakai ai anying anyingin bentak pakai kasar jujur sih timbul benci coba edukasi halus dikatain sefandom gk enak;neutral
dasar tweetmu potensi advokasi hak seniman amp etika ai seni tentang keras salin gaya seni izin kembang terampil tingkat sadar edukasi tulis;neutral
samsung galaxy s ultra ken asah dunia ai konten edukasi ku saji anak anak murid temp hyphen murid sekolah sosmed min impianjadiberkah ramadanberlimpahberkah;positive
bener sih kak edukasi peran masyarakat paham buruk ai tau guna hindar cmiiw;neutral
hkare lu liat santai banget pake bahasa gaul gua kayak lu orang indo jago teknologi suka main ai kayak grok postingan lu lu demen banget edukasi gratis benci gatekeeping ilmu kaya ilmu tahu;neutral
kalo edukasi tulis temp hyphen tulis yg cover kenal tokoh pake ai;neutral
ganti animator ai video edukasi hasil jelek banget;negative
ai gak llm aja ya publik edukasi;neutral
saia liat masalah jadi ajar perintah edukasi ai gaada salah gasuka presiden d;neutral
konten edukasi web jg manta ai ajar trading;neutral
ajar ga lgsg produksi kenal dasar animasi ai edukasi dasar;neutral
edukasi contoh bikin live ngobrol member jkt member virtual knp member jkt ngmng jktv pake coding ai dll fans jkt tau cangkup;neutral
indonesian artist pontang panting nyebarin edukasi ai war user gila ai eh wapres temp hyphen nya enteng banget nyuruh pakai ai aja yuhuyyysemangat semuaaa;negative
santai aja wapres udah edukasi ai kampanye;neutral
udh kasi infografis web ppt edukasi ttg msing msing paslon eh milih yg demen pake ai modal joget oke gas pretttttt berakkkk;negative
kondisi ekonomi contoh nilai tukar idr temp hyphen usd pengaruh harga pasar mampu beli consumer temp hyphen artist alih temp hyphen alih regulasi ai edukasi promosi guna ai karya final kemarin ramai ai photobashing;negative
gencar temp hyphen gencar datengin sekolah promosi ai bilang sih edukasi tp;negative
yg bekas ingat jelas ai git turut cocok ngajar ato bikin konten edukasi dgn media gambar ato explore bikin komik isi curhat ttg hidup ato asa oke bgt turut;neutral
tuh baik dokter obgyn biar jwbn kredibel ga copas ai teori si a asumsi si b dlsb biar si anak yg dpt haid perdana dpt edukasi yg bener;negative
gimana ya regulasi edukasi ngasih nggak etis regulasi regulasi canang generative ai disclosure act lawan big data litigasi;neutral
jalan yg ditempub bareng sih kak yg kaya kakak laku formal audiensi informal sambut negatif kampanye media perintah ai ya hujat aja wkwkwk edukasi;neutral
sbnrnya ga nipak si skrg bnyk webinar edukasi embel embel pake ai bikin skripsi pake dg bantu ai gambar photoshop pake ai inti lu use a ai tools or develop ai tools develop ai tools ya beda dua sa;neutral
tau indo guna ai nya nyeleweng banget ngga kaya negeri emang tuju udah edukasi mentok mentok scam orang steal art dkk ya allah;negative
instead of kasih bimbing edukasi jor temp hyphen joran dukung guna ai ken banget kah warga bego kek wapresnya aja udah ngerasain berat banget anjir hidup society pake ai sumpah emang iya otak rasa berat ngga latih;negative
concern batas guna ai pihak perintah ilustrator lokal reach out ilustrator lokal ngepush kolaborasi lintas sektor diraise - respon nada minta dukung perintah edukasi;neutral
pikir pihak artist ilustrator lokal prioritasin commission talent lokal proyek perintah public campaign materi edukasi desain publikasi murah comot ai generated alignment;negative
tim optimis guna ai edukasi ai selagi manfaat tools manfaat pribadi kasih batas batas karya seni seni rupa seni musik dll cipta karya tsb;positive
gue optimis bantuin bangun ai edukasi ikut kalo bahas ai for education;positive
tuju kalo ga clear sy ngomong maksud negara perlu basic warga ga bikin sikut sikut oke edukasi mahal coba non temp hyphen formal job yg knowledgenya dicover ai a;neutral
gw berfikir gap knowledge negara tingkat human resources negara gw ken software bas agentic ai orang dalam desa akses edukasi software bas ai agentic tutor ajar;positive
bayang kalo wapres yg tampil baca prompter anak sekolah kalo jawab hilir ai;negative
tentang penyalahgunaan ai skrg siswa ai gelisahh banget sekolah tuh nggak beda gatau ajar nggak pake ai nilai suka gede but i believe that bei;negative
lulus sma materi gtu acara sekolah adem bilang ngerjain tugas pake ai pinter manusia gabisa lawan ai ceunah trs bilang kalo skripsi pke ai beliau emg sukses bida;negative
gausah sekolah kalo dikerjain ai ajar coba ai bantu ngegantiin malesan hadehh;negative
titah wapres ai masuk kurikulum sekolah;neutral
wakil presiden udah masukin ai sekolah ya bloon ni anak;negative
ga sih cv taro lulus sekolah kuliah era ai beda banget nih mon maap;negative
sekolah disiplin tuntut ilmu yt google ai ngasih km refrensi gas ajar yg handak gelut ajar belah kodok ngasih obat pikir hubung yg bi;positive
sekolah mesin motivasi anak motivasi ajar takut kelas takut marah takut malu ijazah amp masuk itb tarik ajar fomo teman tutor ai rekayasa lingkung hasil motivasi temp hyphen motivasi;neutral
sekolah dpt peringkat an kalah sm yng joki sm ai ;negative
puluh rpp kelar bbrp jam kalo ga bantu ai yg coba beehh thanks ai ngerjain admin lbh gampang tinggal make otak modif sesuai butuh anak realitas sekolah happy me happy;positive
naik aja udah cela ngomong anak sekolah bikin pr pakai ai udah hina;negative
sekolah smk guru sampe bilang tu ga tega kalo lihat kurikulum isi rakit pc beliau intensif nambahin materi ai logic gates binary system materi s teknik informatika untung si ketemu guru yg;neutral
kemarin ngobrol aulia dekan itts utk ai chatgpt versi mini sekolah free temp hyphen server lokal sekolah;neutral
ijazah tanda orang sekolah berfikir rg klo ijazah aja gak mikirpun lantas pilih hasil milu nya buat ai;negative
keti lu aja beranta lu ajar ngetik bilang orang bego make ai tolol pelihara anjeeng wkwk sekolah lulus goblok goblokin orang wkwk;neutral
dih so iye banget telen mentah temp hyphen mentah ai udh ngeringkas jawab goblok udh kasih ringkas disimpulin goblok sekolah lulus beg;positive
omfg you re still here maaf sekolah kuliah ga sih ai cari emang ga grey area mendeskripsik;neutral
gue mending snbp tka somehow gue udah capek saing sm anak ai guru gak waras ngasih nilai emang didik sman udah kacau bgt ya kyknya sekolah gue sekolah favorit;neutral
tugas wapres kayak susu bicara ai hilir kunjung sekolah keliling keliling janji buka juta lapang kerja utk rakyat kaum perempuan kayak lupa;neutral
wapres cakup kerja luas kalo keliling sekolah fokus ngurusin ai makan gratis ya mending staff humas kemendikdasmen kemenbudristek;neutral
sebar gambar ai tp gak ngerti sekolah biar pinter dikit;neutral
bukti video hasil ai mirip konten tiktok nyata nostalgia sekolah video asli teknologi ai canggih curiga guna k;neutral
wkwkw bocah kontol mainanya gambar ai sekolah biar pinter;neutral
